road_name,from_street,to_street,pci_rating,dist_to_water_m,humidity_proxy,pavement_risk,pci_missing,pavement_risk_adj,bearing_deg,sun_exposure,is_bridge,recent_moisture,temp_near_zero,black_ice_risk
VICTORIA DR,VENABLES ST,ADANAC ST,VERY GOOD,1603.9,0.04,0.1,0,0.1,0.16214727166334342,0.8,0,1,1.0,0.405
WELWYN ST,22ND AV,21ST AV,GOOD,603.8,0.299,0.3,0,0.3,1.3116504152277457,0.8,0,1,1.0,0.48
VALLEY DR,EDDINGTON DRIVE,MCMULLEN AV,FAIR,1647.9,0.037,0.5,0,0.5,334.8648539996492,0.8,0,1,1.0,0.475
VICTORIA DR,34TH AV,MANNERING AV,VERY POOR,1080.0,0.115,0.95,0,0.95,1.2924961853669856,0.8,0,1,1.0,0.567
VIMY CRES,DIEPPE DRIVE,DIEPPE DRIVE / MATAPAN CRESCENT,VERY POOR,425.9,0.427,0.95,0,0.95,315.3247305171835,0.8,0,1,1.0,0.614
WINDERMERE ST,28TH AV,27TH AV,GOOD,540.8,0.339,0.3,0,0.3,0.21211044944658397,0.8,0,1,1.0,0.486
64TH AV,BUSCOMBE ST,ST. GEORGE ST,POOR,732.7,0.231,0.8,0,0.8,90.82577182425132,0.5,0,1,1.0,0.483
35TH AV,SOPHIA ST,PRINCE EDWARD ST,POOR,468.5,0.392,0.8,0,0.8,91.8011344771316,0.5,0,1,1.0,0.507
ALBERTA ST,4TH AV,2ND AV,FAIR,220.2,0.644,0.5,0,0.5,359.8328069196684,0.8,0,1,1.0,0.567
45TH AV,TRAFALGAR ST,ELM ST,VERY GOOD,756.7,0.22,0.1,0,0.1,91.52122583855225,0.5,0,1,1.0,0.357
61ST AV,LABURNUM ST,ANGUS DRIVE / WEST BOULEVARD,VERY GOOD,615.8,0.292,0.1,0,0.1,91.16056232735104,0.5,0,1,1.0,0.368
34TH AV,MACDONALD ST,TRAFALGAR ST,VERY GOOD,1732.5,0.031,0.1,0,0.1,90.46550116427653,0.5,0,1,1.0,0.329
51ST AV,IR BOUNDARY,DUNBAR ST,GOOD,165.7,0.718,0.3,0,0.3,90.72086095811432,0.5,0,1,1.0,0.468
32ND AV,OAK ST,LAUREL ST,POOR,252.7,0.603,0.8,0,0.8,89.93436582763576,0.5,0,1,1.0,0.539
45TH AV,SELKIRK ST,MONTGOMERY ST,FAIR,904.4,0.164,0.5,0,0.5,93.05856895507407,0.5,0,1,1.0,0.42
BALACLAVA ST,34TH AV,33RD AV,GOOD,1528.7,0.047,0.3,0,0.3,0.5652172651974183,0.8,0,1,1.0,0.442
20TH AV,WELWYN ST,COMMERCIAL ST,POOR,466.6,0.393,0.8,0,0.8,91.49969330385545,0.5,0,1,1.0,0.507
ADANAC ST,SALSBURY DRIVE,VICTORIA DRIVE,POOR,1418.0,0.059,0.8,0,0.8,90.22867025119456,0.5,0,1,1.0,0.457
47TH AV,DUNBAR ST,COLLINGWOOD ST,VERY POOR,211.0,0.656,0.95,0,0.95,90.72075751165971,0.5,0,1,1.0,0.573
56TH AV,LANCASTER PLACE,KERR ST,POOR,607.2,0.297,0.8,0,0.8,91.78804902289028,0.5,0,1,1.0,0.493
35TH AV,SOMERVILLE ST,WINDSOR ST,GOOD,1453.4,0.055,0.3,0,0.3,91.1512875412879,0.5,0,1,1.0,0.368
37TH AV,DUNBAR ST,COLLINGWOOD ST,FAIR,1189.3,0.093,0.5,0,0.5,90.44458138528506,0.5,0,1,1.0,0.409
38TH AV,SLOCAN ST,CHAMBERS ST,GOOD,252.2,0.604,0.3,0,0.3,90.49571441328101,0.5,0,1,1.0,0.451
14TH AV,ALMA ST,DUNBAR ST,NO DATA,1266.9,0.079,0.5,1,0.4,91.43196846940936,0.5,0,1,1.0,0.389
CARNARVON ST,27TH AV,26TH AV,VERY GOOD,2292.9,0.01,0.1,0,0.1,0.49555797824268666,0.8,0,1,1.0,0.401
36TH AV,HIGHBURY ST,DUNBAR ST,VERY POOR,1342.0,0.068,0.95,0,0.95,90.48904721570887,0.5,0,1,1.0,0.485
5TH AV,KASLO ST,RENFREW ST,GOOD,759.3,0.219,0.3,0,0.3,90.25601837698139,0.5,0,1,1.0,0.393
33RD AV,PRINCE ALBERT ST,ST. CATHERINES ST,POOR,1294.3,0.075,0.8,0,0.8,90.53851814892249,0.5,0,1,1.0,0.459
10TH AV,WEST END,CLARK DRIVE,POOR,1136.5,0.103,0.8,0,0.8,90.80644187563979,0.5,0,1,1.0,0.463
BURNABY ST,BIDWELL ST,CARDERO ST,VERY GOOD,735.1,0.23,0.1,0,0.1,134.79984330292888,0.5,0,1,1.0,0.359
12TH AV,WILLOW ST,HEATHER ST,GOOD,70.6,0.868,0.3,0,0.3,91.50934742604295,0.5,0,1,1.0,0.49
17TH AV,COPLEY ST,PENTICTON ST,GOOD,438.2,0.416,0.3,0,0.3,87.85730037235294,0.5,0,1,1.0,0.422
COMMERCIAL ST,22ND AV,STAINSBURY AV,FAIR,473.8,0.388,0.5,0,0.5,1.266010903193262,0.8,0,1,1.0,0.528
BLANCA ST,5TH AV,4TH AV,FAIR,918.9,0.159,0.5,0,0.5,1.5076968094739982,0.8,0,1,1.0,0.494
49TH AV,QUEBEC ST,MAIN ST,POOR,176.3,0.703,0.8,0,0.8,91.8302632335708,0.5,0,1,1.0,0.554
COMMERCIAL DR,2ND AV,1ST AV,POOR,1294.9,0.075,0.8,0,0.8,0.7096258763261858,0.8,0,1,1.0,0.534
CHAMBERS ST,37TH AV,34TH AV,GOOD,165.3,0.719,0.3,0,0.3,0.5824352255817189,0.8,0,1,1.0,0.543
13TH AV,SPRUCE ST,OAK ST,VERY GOOD,304.8,0.544,0.1,0,0.1,91.49168707943642,0.5,0,1,1.0,0.406
50TH AV,ASH ST,CAMBIE ST,FAIR,474.7,0.387,0.5,0,0.5,93.37856726035238,0.5,0,1,1.0,0.453
52ND AV,FREMLIN ST,LAUREL ST,VERY GOOD,1016.2,0.131,0.1,0,0.1,91.35361409534579,0.5,0,1,1.0,0.344
35TH AV,CYPRESS ST,PINE CRESCENT,VERY POOR,737.8,0.229,0.95,0,0.95,91.47711433396455,0.5,0,1,1.0,0.509
CARTIER ST,NANTON AV,26TH AV,FAIR,692.7,0.25,0.5,0,0.5,1.415071307751873,0.8,0,1,1.0,0.508
28TH AV,BALACLAVA ST,CARNARVON ST,VERY GOOD,2152.4,0.014,0.1,0,0.1,90.47846734359439,0.5,0,1,1.0,0.326
39TH AV,BAILLIE ST,HEATHER ST,FAIR,652.8,0.271,0.5,0,0.5,93.10372007446341,0.5,0,1,1.0,0.436
ALMA ST,41ST AV,39TH AV,NO DATA,903.0,0.164,0.5,1,0.4,0.839350869715247,0.8,0,1,1.0,0.477
39TH AV,CHESTER ST,PRINCE ALBERT ST,VERY GOOD,1289.6,0.076,0.1,0,0.1,91.00088966768396,0.5,0,1,1.0,0.336
51ST AV,LIME ST,BEECHWOOD ST,NO DATA,575.3,0.316,0.5,1,0.4,91.18683613032556,0.5,0,1,1.0,0.425
3RD AV,MCLEAN DRIVE,WOODLAND DRIVE,GOOD,1218.4,0.087,0.3,0,0.3,90.83756667617342,0.5,0,1,1.0,0.373
49TH AV,MONTGOMERY ST,OAK ST,FAIR,1329.5,0.07,0.5,0,0.5,93.20120049199897,0.5,0,1,1.0,0.405
64TH AV,ADERA ST,GRANVILLE ST,GOOD,846.2,0.184,0.3,0,0.3,91.56297595245621,0.5,0,1,1.0,0.387
55TH AV,CULLODEN ST,KNIGHT ST,GOOD,1194.8,0.092,0.3,0,0.3,90.74193715556896,0.5,0,1,1.0,0.373
11TH AV,COLUMBIA ST,MANITOBA ST,GOOD,655.7,0.269,0.3,0,0.3,91.17184838053589,0.5,0,1,1.0,0.4
CELTIC AV,BLENHEIM ST,BALACLAVA ST,POOR,54.9,0.896,0.8,0,0.8,115.09310776108816,0.5,0,1,1.0,0.583
ADERA ST,SW MARINE DRIVE,68TH AV,POOR,458.2,0.4,0.8,0,0.8,1.5050220826607301,0.8,0,1,1.0,0.583
CARNARVON ST,44TH AV,43RD AV,NO DATA,674.7,0.259,0.5,1,0.4,0.5624804708407964,0.8,0,1,1.0,0.491
15TH AV,INVERNESS ST,CLARK DRIVE,FAIR,1043.0,0.124,0.5,0,0.5,93.61213305999587,0.5,0,1,1.0,0.414
30TH AV,WALLACE ST,HIGHBURY ST,NO DATA,2009.8,0.018,0.5,1,0.4,90.56925998991153,0.5,0,1,1.0,0.38
49TH AV,HEATHER ST,TISDALL ST,GOOD,795.4,0.204,0.3,0,0.3,93.33232336563333,0.5,0,1,1.0,0.39
BARCLAY ST,DENMAN ST,BIDWELL ST,FAIR,423.8,0.428,0.5,0,0.5,134.80034676024695,0.5,0,1,1.0,0.459
54TH AV,SELKIRK ST,MONTGOMERY ST,POOR,1478.3,0.052,0.8,0,0.8,91.33896605588131,0.5,0,1,1.0,0.456
47TH AV,MAIN ST,SOPHIA ST,FAIR,409.4,0.441,0.5,0,0.5,92.48461558274789,0.5,0,1,1.0,0.461
52ND AV,TYNE ST,TODERICK ST,GOOD,1016.9,0.131,0.3,0,0.3,101.5364990004204,0.5,0,1,1.0,0.379
BALSAM ST,22ND AV,21ST AV,FAIR,2186.2,0.013,0.5,0,0.5,1.5093566578710806,0.8,0,1,1.0,0.472
40TH AV,ONTARIO ST,QUEBEC ST,VERY POOR,484.3,0.38,0.95,0,0.95,91.87715106863732,0.5,0,1,1.0,0.531
51ST AV,DUMFRIES ST,FLEMING ST,VERY POOR,1613.0,0.04,0.95,0,0.95,90.80330715711261,0.5,0,1,1.0,0.48
33RD AV,BALACLAVA ST,CARNARVON ST,POOR,1631.9,0.038,0.8,0,0.8,90.468863005846,0.5,0,1,1.0,0.454
45TH AV,INVERNESS ST,CULLODEN ST,GOOD,1952.2,0.02,0.3,0,0.3,91.22519841100785,0.5,0,1,1.0,0.363
CAMPBELL AV,KEEFER ST,PENDER ST,VERY GOOD,456.1,0.402,0.1,0,0.1,1.8194801660536655,0.8,0,1,1.0,0.46
BENTLEY ST,SOUTHWEST END,75TH AV,VERY GOOD,7.3,0.985,0.1,0,0.1,30.045085086292147,0.8,0,1,1.0,0.548
12TH AV,BURRARD ST,PINE ST,VERY GOOD,902.0,0.165,0.1,0,0.1,91.51530840250831,0.5,0,1,1.0,0.349
COMMERCIAL ST,KINGSWAY,22ND AV,POOR,607.7,0.297,0.8,0,0.8,0.045363592199066716,0.8,0,1,1.0,0.567
13TH AV,ONTARIO ST,QUEBEC ST,GOOD,1037.5,0.126,0.3,0,0.3,91.63279136123867,0.5,0,1,1.0,0.378
COLLINGWOOD PL,SOUTHEAST END,COLLINGWOOD ST,GOOD,404.5,0.445,0.3,0,0.3,47.928637122934845,0.5,0,1,1.0,0.427
CAROLINA ST,23RD AV,22ND AV,GOOD,1546.1,0.045,0.3,0,0.3,1.4206148937485636,0.8,0,1,1.0,0.441
49TH AV,FRASER ST,CHESTER ST,FAIR,1123.0,0.106,0.5,0,0.5,91.09293775212865,0.5,0,1,1.0,0.411
BURRARD ST,SMITHE ST,ROBSON ST,FAIR,147.3,0.745,0.5,0,0.5,44.77579635012199,0.8,0,1,1.0,0.582
28TH AV,KAMLOOPS ST,PENTICTON ST,VERY POOR,875.1,0.174,0.95,0,0.95,89.93167498680532,0.5,0,1,1.0,0.5
BLENHEIM ST,16TH AV,15TH AV,VERY GOOD,1680.0,0.035,0.1,0,0.1,1.5359751497427965,0.8,0,1,1.0,0.404
2ND AV,STEPHENS ST,TRAFALGAR ST,FAIR,1586.5,0.042,0.5,0,0.5,91.44587510812124,0.5,0,1,1.0,0.401
63RD AV,WINDSOR ST,ROSS ST,VERY POOR,559.6,0.327,0.95,0,0.95,91.65431872951052,0.5,0,1,1.0,0.523
59TH AV,CAMBIE ST,YUKON ST,GOOD,362.5,0.484,0.3,0,0.3,90.97775013086067,0.5,0,1,1.0,0.433
5TH AV,ST. GEORGE ST,CAROLINA ST,VERY GOOD,769.2,0.215,0.1,0,0.1,90.74844322897479,0.5,0,1,1.0,0.357
71ST AV,OAK ST,SHAUGHNESSY ST,VERY GOOD,631.4,0.283,0.1,0,0.1,91.20852159663167,0.5,0,1,1.0,0.367
BLENHEIM ST,QUESNEL DRIVE,PUGET DRIVE,FAIR,1818.6,0.026,0.5,0,0.5,7.436572370083866,0.8,0,1,1.0,0.474
11TH AV,ALMA ST,DUNBAR ST,NO DATA,1003.6,0.134,0.5,1,0.4,91.50362036065246,0.5,0,1,1.0,0.397
5TH AV,COMMERCIAL DRIVE,BAUER ST,GOOD,983.2,0.14,0.3,0,0.3,90.74092921936847,0.5,0,1,1.0,0.381
19TH AV,ASH ST,CAMBIE ST,POOR,683.2,0.255,0.8,0,0.8,97.59698912682813,0.5,0,1,1.0,0.486
26TH AV,CASSIAR ST,SKEENA ST,GOOD,304.8,0.544,0.3,0,0.3,89.88172282818903,0.5,0,1,1.0,0.441
ALMA ST,7TH AV,6TH AV,VERY POOR,652.0,0.271,0.95,0,0.95,1.4206391523894126,0.8,0,1,1.0,0.59
ARGYLE DR,59TH AV / ARGYLE ST,57TH AV,FAIR,858.4,0.18,0.5,0,0.5,18.717479698974273,0.8,0,1,1.0,0.497
51ST AV,MAIN ST,SOPHIA ST,FAIR,381.5,0.466,0.5,0,0.5,91.8813788628425,0.5,0,1,1.0,0.465
ARBUTUS ST,14TH AV,13TH AV,GOOD,1515.4,0.048,0.3,0,0.3,1.5335759718362283,0.8,0,1,1.0,0.442
5TH AV,GRANVILLE ST,HEMLOCK ST,VERY GOOD,286.7,0.564,0.1,0,0.1,91.4672842226239,0.5,0,1,1.0,0.409
BUTE ST,GEORGIA ST,MELVILLE ST,POOR,197.0,0.674,0.8,0,0.8,44.76483876807879,0.8,0,1,1.0,0.624
BALFOUR AV,HUDSON ST,SELKIRK ST,VERY POOR,1123.7,0.106,0.95,0,0.95,90.0025050212725,0.5,0,1,1.0,0.49
42ND AV,CAMBIE ST,ALBERTA ST,GOOD,812.6,0.197,0.3,0,0.3,93.49380859714586,0.5,0,1,1.0,0.389
44TH AV,LATTA ST,TYNE ST,GOOD,1439.2,0.056,0.3,0,0.3,90.27274327080795,0.5,0,1,1.0,0.368
8TH AV,COURTENAY ST,CROWN CRESCENT,VERY POOR,622.7,0.288,0.95,0,0.95,91.41628188328775,0.5,0,1,1.0,0.518
ASH ST,KENT AV SOUTH,71ST AV,POOR,172.4,0.708,0.8,0,0.8,359.09573475051286,0.8,0,1,1.0,0.63
59TH AV,LAUREL ST,HEATHER ST,FAIR,826.3,0.192,0.5,0,0.5,91.31958705820335,0.5,0,1,1.0,0.424
BURRARD ST,6TH AV,5TH AV,VERY GOOD,567.6,0.321,0.1,0,0.1,1.4985711973203024,0.8,0,1,1.0,0.448
BALACLAVA ST,38TH AV,37TH AV,VERY GOOD,1118.5,0.107,0.1,0,0.1,0.4745245122944084,0.8,0,1,1.0,0.415
21ST AV,VALLEY DRIVE,BALSAM ST,FAIR,2244.7,0.011,0.5,0,0.5,91.52668222117893,0.5,0,1,1.0,0.397
43RD AV,KNIGHT ST,LANARK ST,POOR,1976.7,0.019,0.8,0,0.8,90.84960544976366,0.5,0,1,1.0,0.451
40TH AV,SOMERSET CRESCENT,GRANVILLE ST,POOR,362.8,0.484,0.8,0,0.8,100.50681087259761,0.5,0,1,1.0,0.521
6TH AV,VICTORIA DRIVE,SEMLIN DRIVE,FAIR,719.6,0.237,0.5,0,0.5,90.6274648045129,0.5,0,1,1.0,0.431
8TH AV,PENTICTON ST,SLOCAN ST,FAIR,274.7,0.577,0.5,0,0.5,90.07155956363431,0.5,0,1,1.0,0.482
COLUMBIA ST,KEEFER ST,PENDER ST,POOR,32.6,0.937,0.8,0,0.8,357.44811477753694,0.8,0,1,1.0,0.664
2ND AV,BALSAM ST,VINE ST,FAIR,1170.1,0.096,0.5,0,0.5,91.5142491011382,0.5,0,1,1.0,0.409
22ND AV,KAMLOOPS ST,PENTICTON ST,VERY POOR,650.2,0.272,0.95,0,0.95,89.60646908910303,0.5,0,1,1.0,0.515
63RD AV,ROSS ST,INVERNESS ST,VERY POOR,505.7,0.364,0.95,0,0.95,90.413937586916,0.5,0,1,1.0,0.529
24TH AV,SLOCAN ST,KASLO ST,POOR,1058.9,0.12,0.8,0,0.8,90.54695299978891,0.5,0,1,1.0,0.466
BALFOUR AV,CARTIER ST,HUDSON ST,VERY POOR,1195.9,0.091,0.95,0,0.95,97.26935010610322,0.5,0,1,1.0,0.488
52ND AV,WEST END,FRASER ST,FAIR,876.5,0.173,0.5,0,0.5,90.74030293077277,0.5,0,1,1.0,0.421
12TH AV,CAMOSUN ST,CROWN ST,POOR,940.5,0.152,0.8,0,0.8,91.4188295713858,0.5,0,1,1.0,0.471
14TH AV,PRINCE ALBERT ST,ST. CATHERINES ST,GOOD,1598.5,0.041,0.3,0,0.3,92.819104406458,0.5,0,1,1.0,0.366
43RD AV,PRINCE EDWARD ST,ST. GEORGE ST,GOOD,895.8,0.167,0.3,0,0.3,91.43396761489373,0.5,0,1,1.0,0.385
54TH AV,LABURNUM ST,CYPRESS ST,FAIR,852.4,0.182,0.5,0,0.5,91.25358422469128,0.5,0,1,1.0,0.422
35TH AV,MACKENZIE ST,MACDONALD ST,VERY GOOD,1562.0,0.044,0.1,0,0.1,90.47481925701607,0.5,0,1,1.0,0.331
2ND AV,SCOTIA ST,GREAT NORTHERN WAY,FAIR,353.8,0.493,0.5,0,0.5,124.1508968887992,0.5,0,1,1.0,0.469
36TH AV,SOPHIA ST,PRINCE EDWARD ST,NO DATA,477.9,0.384,0.5,1,0.4,91.78774150772796,0.5,0,1,1.0,0.435
60TH AV,FRASER ST,PRINCE ALBERT ST,GOOD,938.9,0.153,0.3,0,0.3,91.02844380770159,0.5,0,1,1.0,0.383
14TH AV,SPRUCE ST,OAK ST,VERY POOR,329.7,0.517,0.95,0,0.95,91.49428122463911,0.5,0,1,1.0,0.552
48TH AV,WILLOW ST,TISDALL ST,FAIR,877.3,0.173,0.5,0,0.5,93.10590031693016,0.5,0,1,1.0,0.421
CHESTER ST,SE MARINE DRIVE,63RD AV,VERY GOOD,485.0,0.379,0.1,0,0.1,0.9236864381272198,0.8,0,1,1.0,0.456
CASSIAR CONNECTOR NB,FRANKLIN ST,PANDORA ST,POOR,530.4,0.346,0.8,0,0.8,359.63438257490674,0.8,0,1,1.0,0.575
16TH AV,ASH ST,CAMBIE ST,POOR,433.7,0.42,0.8,0,0.8,91.87452447011628,0.5,0,1,1.0,0.511
BURNABY ST,BROUGHTON ST,JERVIS ST,VERY GOOD,409.8,0.441,0.1,0,0.1,134.57108970297173,0.5,0,1,1.0,0.391
43RD AV,FREMLIN ST,LAUREL ST,POOR,791.6,0.205,0.8,0,0.8,93.08884534132886,0.5,0,1,1.0,0.479
47TH AV,DUMFRIES ST,FLEMING ST,FAIR,1997.3,0.018,0.5,0,0.5,91.0197945468326,0.5,0,1,1.0,0.398
COLUMBIA ST,42ND AV,WOODSTOCK AV,VERY POOR,659.0,0.268,0.95,0,0.95,1.8253681892523446,0.8,0,1,1.0,0.59
31ST AV,BEATRICE ST,VICTORIA DRIVE,VERY GOOD,1205.9,0.09,0.1,0,0.1,92.67831586976541,0.5,0,1,1.0,0.338
45TH AV,CARTIER ST,CARTIER ST,NO DATA,855.1,0.181,0.5,1,0.4,93.0446514595186,0.5,0,1,1.0,0.404
7TH AV,SLOCAN ST,KASLO ST,VERY POOR,490.6,0.375,0.95,0,0.95,90.32499966675397,0.5,0,1,1.0,0.531
36TH AV,DUMFRIES ST,ARGYLE ST,POOR,1500.6,0.05,0.8,0,0.8,91.39808602495503,0.5,0,1,1.0,0.455
55TH AV,ROSEMONT DRIVE,ELMHURST DRIVE,GOOD,605.2,0.298,0.3,0,0.3,90.0616250443486,0.5,0,1,1.0,0.404
31ST AV,CAMOSUN ST,CROWN ST,FAIR,2069.7,0.016,0.5,0,0.5,90.50288988249031,0.5,0,1,1.0,0.397
COLLINGWOOD ST,24TH AV,23RD AV,FAIR,2193.1,0.012,0.5,0,0.5,0.5071053654047546,0.8,0,1,1.0,0.472
12TH AV,ALDER ST,SPRUCE ST,POOR,395.2,0.454,0.8,0,0.8,91.49189340781186,0.5,0,1,1.0,0.516
5TH AV,VICTORIA DRIVE,SEMLIN DRIVE,FAIR,776.3,0.212,0.5,0,0.5,90.74323917880974,0.5,0,1,1.0,0.427
6TH AV,WEST END,BLANCA ST,VERY POOR,972.7,0.143,0.95,0,0.95,86.81518909276224,0.5,0,1,1.0,0.496
40TH AV,WEST END,YEW ST,NO DATA,1371.2,0.064,0.5,1,0.4,91.4112926395598,0.5,0,1,1.0,0.387
8TH AV,BLANCA ST,TOLMIE ST,POOR,1166.5,0.097,0.8,0,0.8,91.75956363497892,0.5,0,1,1.0,0.462
ALDER ST,14TH AV,13TH AV,VERY POOR,498.4,0.369,0.95,0,0.95,1.4922446717826006,0.8,0,1,1.0,0.605
26TH AV,BALACLAVA ST,CARNARVON ST,POOR,2361.5,0.009,0.8,0,0.8,90.4650745105962,0.5,0,1,1.0,0.449
ARGYLE ST,32ND AV,30TH AV,VERY GOOD,1370.3,0.065,0.1,0,0.1,1.6531457865886523,0.8,0,1,1.0,0.409
15TH AV,YUKON ST,ALBERTA ST,VERY POOR,698.7,0.247,0.95,0,0.95,91.54729977262923,0.5,0,1,1.0,0.512
BALACLAVA ST,16TH AV,15TH AV,FAIR,1880.6,0.023,0.5,0,0.5,4.258538940976962,0.8,0,1,1.0,0.473
CONNAUGHT DR,33RD AV,32ND AV,FAIR,457.6,0.4,0.5,0,0.5,6.978533983953355,0.8,0,1,1.0,0.53
45TH AV,MANITOBA ST,ONTARIO ST,VERY GOOD,432.4,0.421,0.1,0,0.1,92.9228809469243,0.5,0,1,1.0,0.388
8TH AV,BIRCH ST,ALDER ST,FAIR,12.6,0.975,0.5,0,0.5,91.49829139629526,0.5,0,1,1.0,0.542
49TH AV,COMMERCIAL ST,BEATRICE ST,VERY POOR,1819.1,0.026,0.95,0,0.95,90.88940737606754,0.5,0,1,1.0,0.478
10TH AV,MAPLE ST,CYPRESS ST,VERY POOR,1058.5,0.12,0.95,0,0.95,91.52373062767629,0.5,0,1,1.0,0.492
BLANCA ST,13TH AV,12TH AV,FAIR,1584.1,0.042,0.5,0,0.5,1.5227158172910435,0.8,0,1,1.0,0.476
BALACLAVA ST,SW MARINE DRIVE,SOUTHLANDS PLACE,GOOD,326.7,0.52,0.3,0,0.3,0.6476710922721054,0.8,0,1,1.0,0.513
BOUNDARY RD SB TO 29TH AV WB LANE,29TH AV,BOUNDARY ROAD,GOOD,355.3,0.491,0.3,0,0.3,26.40553915046678,0.8,0,1,1.0,0.509
38TH AV,BALACLAVA ST,CARNARVON ST,NO DATA,1118.2,0.107,0.5,1,0.4,90.47303666475364,0.5,0,1,1.0,0.393
39TH AV,BALACLAVA ST,CARNARVON ST,NO DATA,1017.1,0.131,0.5,1,0.4,90.47000132298115,0.5,0,1,1.0,0.397
10TH AV,TRAFALGAR ST,LARCH ST,NO DATA,1845.6,0.025,0.5,1,0.4,93.40053972334033,0.5,0,1,1.0,0.381
CASSIAR ST,HERMON DRIVE,6TH AV,VERY POOR,269.4,0.583,0.95,0,0.95,0.07754019815035917,0.8,0,1,1.0,0.637
32ND AV,COMMERCIAL ST,BEATRICE ST,POOR,1235.5,0.084,0.8,0,0.8,91.399139550997,0.5,0,1,1.0,0.461
34TH AV,BLENHEIM ST,BALACLAVA ST,GOOD,1500.2,0.05,0.3,0,0.3,90.46768620937883,0.5,0,1,1.0,0.367
45TH AV,ASH ST,CAMBIE ST,NO DATA,666.9,0.263,0.5,1,0.4,93.10510804626756,0.5,0,1,1.0,0.417
CAMOSUN ST,35TH AV,34TH AV,POOR,1852.1,0.025,0.8,0,0.8,359.89816227722514,0.8,0,1,1.0,0.526
10TH AV,BALSAM ST,VINE ST,NO DATA,1552.4,0.045,0.5,1,0.4,91.48659778875924,0.5,0,1,1.0,0.384
50TH AV,HUDSON ST,SELKIRK ST,VERY GOOD,1390.0,0.062,0.1,0,0.1,91.33837209331989,0.5,0,1,1.0,0.334
BLENHEIM ST,10TH AV,BROADWAY,GOOD,1297.4,0.075,0.3,0,0.3,1.4974345937566227,0.8,0,1,1.0,0.446
6TH AV,WATERLOO ST,BLENHEIM ST,FAIR,1045.8,0.123,0.5,0,0.5,91.53582697118759,0.5,0,1,1.0,0.413
32ND AV,ANGUS DRIVE,BEVERLY CRESCENT,VERY POOR,605.8,0.298,0.95,0,0.95,95.38785848379024,0.5,0,1,1.0,0.519
4TH AV,MACDONALD ST,STEPHENS ST,POOR,1804.5,0.027,0.8,0,0.8,91.43636969803077,0.5,0,1,1.0,0.452
2ND AV,TOLMIE ST,BELLEVUE DRIVE,VERY POOR,890.9,0.168,0.95,0,0.95,91.55271162548274,0.5,0,1,1.0,0.5
17TH AV,ONTARIO ST,QUEBEC ST,GOOD,1269.5,0.079,0.3,0,0.3,91.59751728218578,0.5,0,1,1.0,0.371
BLENHEIM ST,7TH AV,6TH AV,FAIR,1183.9,0.094,0.5,0,0.5,1.5281454189035912,0.8,0,1,1.0,0.484
61ST AV,ADERA ST,GRANVILLE ST,VERY POOR,1053.1,0.122,0.95,0,0.95,91.49163452726384,0.5,0,1,1.0,0.493
ASH ST,61ST AV,60TH AV,VERY POOR,479.1,0.384,0.95,0,0.95,1.4238882697273993,0.8,0,1,1.0,0.607
4TH AV,TRUTCH ST,BALACLAVA ST,GOOD,1279.5,0.077,0.3,0,0.3,91.46522390220338,0.5,0,1,1.0,0.371
15TH AV,MAPLE ST,CYPRESS ST,NO DATA,1353.5,0.067,0.5,1,0.4,91.54425241097749,0.5,0,1,1.0,0.387
12TH AV,DISCOVERY ST,COURTENAY ST,FAIR,1012.7,0.132,0.5,0,0.5,91.48787188441793,0.5,0,1,1.0,0.415
53RD AV,OSLER ST,OAK ST,VERY GOOD,1223.6,0.087,0.1,0,0.1,91.38528771165602,0.5,0,1,1.0,0.337
CHARLES ST,VERNON DRIVE,CLARK DRIVE,POOR,695.2,0.249,0.8,0,0.8,91.32061062170129,0.5,0,1,1.0,0.485
BRAKENRIDGE ST,MCMULLEN AV,MCBAIN AV,VERY POOR,1889.4,0.023,0.95,0,0.95,310.46692053180846,0.5,0,1,1.0,0.478
22ND AV,GLENGYLE ST,SIDNEY ST,VERY POOR,456.4,0.401,0.95,0,0.95,90.93009760731235,0.5,0,1,1.0,0.535
35TH AV,ELGIN ST,ROSS ST,VERY POOR,1615.2,0.04,0.95,0,0.95,91.21030462962835,0.5,0,1,1.0,0.48
12TH AV,CLARK DRIVE,WOODLAND DRIVE,GOOD,800.3,0.202,0.3,0,0.3,90.76224014409678,0.5,0,1,1.0,0.39
13TH AV,LAKEWOOD DRIVE,TEMPLETON DRIVE,POOR,143.8,0.75,0.8,0,0.8,90.69219020396235,0.5,0,1,1.0,0.561
29TH AV,RUPERT ST,TANNER ST,VERY POOR,162.3,0.723,0.95,0,0.95,90.29002004561335,0.5,0,1,1.0,0.583
19TH AV,CAMOSUN ST,CROWN ST,NO DATA,1624.4,0.039,0.5,1,0.4,90.45784998013517,0.5,0,1,1.0,0.383
7TH AV,PINE ST,FIR ST,FAIR,551.7,0.332,0.5,0,0.5,91.52701795308963,0.5,0,1,1.0,0.445
52ND AV,EAST BOULEVARD,LABURNUM ST,FAIR,870.7,0.175,0.5,0,0.5,91.2310770013317,0.5,0,1,1.0,0.421
30TH AV,JAMES ST,QUEBEC ST,GOOD,408.1,0.442,0.3,0,0.3,91.91096583329681,0.5,0,1,1.0,0.426
21ST AV,ONTARIO ST,QUEBEC ST,FAIR,993.1,0.137,0.5,0,0.5,91.62096821833995,0.5,0,1,1.0,0.416
